U_s,I_s,s,T,Vib,THD,P_f,Brzina,Temp,Klasa
399.939595439111,229.910396744662,0.271160883463355,NaN,0.0115591045195786,0.514817303477983,0.799300762806615,228.97156141604,15879.4275009464,0
399.939595439111,225.820745300749,0.261541998994854,NaN,0.0100117437783987,0.666953662316544,0.784963330046923,231.993423094237,15319.7831221481,0
399.939595439111,227.858019829476,0.266312102475389,NaN,0.011225653775921,0.660636515017487,0.792105856500274,230.494850889106,15595.9114046465,0
399.939595439111,226.916140867008,0.264101449193012,NaN,0.0105136018063145,0.552629663870755,0.788803772056103,231.189348100261,15468.2479338425,0
399.939595439111,225.880715565376,0.26168180226061,NaN,0.0119064450401367,0.583776892530244,0.785173589219891,231.949502602973,15328.4028295279,0
399.939595439111,226.208499619977,0.262446591581382,NaN,0.0114192393450858,0.584111502967478,0.786322810148283,231.709236951804,15371.1819523844,0
399.939595439111,226.712342781949,0.263624326346911,NaN,0.0111958800704349,0.543833196510876,0.788089271110918,231.339240663078,15439.604427878,0
399.939595439111,226.577435713818,0.263308723844275,NaN,0.010038177773862,0.640462183671727,0.787616293844908,231.438390113451,15422.4221537554,0
399.939595439111,227.207775625259,0.264784956935404,NaN,0.0112447333740668,0.581617907490234,0.789826212036243,230.974617810044,15508.3169108217,0
399.939595439111,230.645518532598,0.272908198131537,NaN,0.0105183606224792,0.564055417673992,0.801877701325788,228.422626323533,15980.2776955404,0
399.939595439111,227.962078091135,0.266556895901827,NaN,0.0144171935117686,0.532974048495407,0.792470661575451,230.417946766091,15611.3456283127,0
399.939595439111,226.799803592485,0.263829033124579,NaN,0.0138133053186056,0.669548498382872,0.788395902906587,231.274930132192,15453.0593004262,0
399.939595439111,235.794669998164,0.285303597655581,NaN,0.0135521365393185,0.62659048873105,0.819925777626432,224.528496715228,16701.1152469412,0
399.939595439111,226.987470283336,0.264268543670232,NaN,0.0126582424725039,0.564189572227426,0.789053846356637,231.136853822052,15478.7398876038,0
399.939595439111,226.451871300615,0.263015146399587,NaN,0.0125020038775759,0.510907934781959,0.787176069221525,231.530620187801,15405.0005310942,0
399.939595439111,228.983732426669,0.268966237319248,NaN,0.0131509167571334,0.680856498326642,0.796052276336523,229.661029836395,15752.0309872586,0
399.939595439111,226.512350148768,0.263156529411557,NaN,0.0142031825879762,0.617040067904509,0.787388106303814,231.486203404626,15413.2910585366,0
399.939595439111,227.873255051924,0.266347935820432,NaN,0.0108955206047079,0.609044465938768,0.792159267886385,230.483593511751,15599.1350337813,0
399.939595439111,229.232885544613,0.269555442780779,NaN,0.0126700687572587,0.692591755073676,0.796925711355184,229.475925481455,15785.2739730374,0
399.939595439111,225.675854943909,0.261204382366662,NaN,0.0104635685943215,0.658733216605187,0.784455334148852,232.099488486123,15300.639050485,0
399.939595439111,233.635863313211,0.28007345377439,NaN,0.0125576454609971,0.500774707102697,0.812359476694761,226.171594874666,16397.0719151015,0
399.939595439111,227.219595956887,0.264812678894136,NaN,0.012392293233726,0.61314952936879,0.78986765259947,230.965908699854,15509.2644617316,0
399.939595439111,225.6951574107,0.261249347547438,NaN,0.0145657637118625,0.620315959691647,0.784523010136525,232.085362257964,15302.8562592256,0
399.939595439111,227.565176037388,0.265623797514901,NaN,0.0104954450431883,0.689346694223075,0.791079203565512,230.711088269836,15556.7948613265,0
